Height(Inches),Weight(Pounds),Height in cm,Weight in kg,,,,,category
68.24046,116.8464,173.3306748,53.00069853,,170,,,170-
70.33099,137.315,178.6406181,62.28511036,,180,,,180-
66.34712,121.422,168.5215938,55.07615825,,170,,,170-
69.51991,139.1533,176.580476,63.1189502,,180,,,180-
68.24002,138.3138,173.3295572,62.73815896,,170,,,170-
68.81582,128.7253,174.7920884,58.38888334,,170,,,170-
67.46373,140.8966,171.3577817,63.90969872,,170,,,170-
68.39019,144.1242,173.7109888,65.3737152,,170,,,170-
66.67797,128.4131,169.3619523,58.24727164,,170,,,170-
68.80968,126.858,174.7764928,57.54188931,,170,,,170-
69.4337,131.1752,176.3615028,59.50014061,,180,,,180-
66.65083,125.386,169.2930168,56.87420054,,170,,,170-
66.85582,122.8987,169.8136911,55.7459789,,170,,,170-
68.77332,146.0516,174.6841385,66.24797017,,170,,,170-
64.63102,113.7093,164.1627022,51.57773222,,160,,,160-
68.71508,143.0982,174.536209,64.90832887,,170,,,170-
68.75348,133.4762,174.6337449,60.5438579,,170,,,170-
66.51489,113.0104,168.9477294,51.26071613,,170,,,170-
68.37401,106.2333,173.6698916,48.18667163,,170,,,170-
62.34907,92.08858,158.3665523,41.77072693,,160,,,160-
68.92916,129.1092,175.0799719,58.56301766,,180,,,180-
71.68363,129.1334,182.0763219,58.57399461,,180,,,180-
66.322,110.1751,168.457789,49.97464416,,170,,,170-
69.50661,131.645,176.5466941,59.71323856,,180,,,180-
67.40328,139.6598,171.2042387,63.34869501,,170,,,170-
67.19077,112.4249,170.6644636,50.99513748,,170,,,170-
67.19175,135.4273,170.6669528,61.42886302,,170,,,170-
69.88968,135.0597,177.5196913,61.26212227,,180,,,180-
67.71483,131.9399,171.9955753,59.84700311,,170,,,170-
69.1943,123.0009,175.7534271,55.79233609,,180,,,180-
68.43015,126.813,173.8124871,57.52147762,,170,,,170-
71.52141,135.1442,181.6642833,61.30045087,,180,,,180-
66.03545,124.7625,167.7299524,56.59138536,,170,,,170-
66.75322,110.7626,169.5530872,50.24112999,,170,,,170-
67.97544,132.68,172.6575244,60.18270722,,170,,,170-
70.43693,148.038,178.9097056,67.14898713,,180,,,180-
66.97159,129.2555,170.1077467,58.62937831,,170,,,170-
64.39987,122.562,163.5755815,55.59325417,,160,,,160-
67.69987,128.6123,171.9575769,58.33762735,,170,,,170-
68.06251,125.5895,172.878682,56.9665067,,170,,,170-
69.63558,124.3082,176.8742777,56.3853181,,180,,,180-
67.44679,116.4591,171.3147541,52.825022,,170,,,170-
65.89161,115.974,167.364599,52.60498408,,170,,,170-
69.51355,124.6651,176.5643217,56.54720541,,180,,,180-
63.64185,117.6007,161.6502117,53.34284366,,160,,,160-
66.78862,117.3315,169.6430032,53.22073645,,170,,,170-
67.36831,144.5431,171.115415,65.56372527,,170,,,170-
64.77625,146.0965,164.5315862,66.26833649,,160,,,160-
69.18543,122.701,175.7308973,55.65630358,,180,,,180-
66.26194,118.7813,168.3052367,53.87835545,,170,,,170-
68.65178,121.752,174.375427,55.22584391,,170,,,170-
69.14357,161.7266,175.624573,73.35803903,,180,,,180-
68.66398,123.2472,174.406415,55.90405603,,170,,,170-
70.5741,132.7715,179.2581172,60.22421098,,180,,,180-
67.54965,126.7619,171.5760183,57.49829903,,170,,,170-
68.71849,130.7257,174.5448703,59.2962506,,170,,,170-
67.01063,120.9484,170.2069083,54.86133665,,170,,,170-
67.36634,127.3686,171.1104112,57.77349384,,170,,,170-
68.16669,147.874,173.1432991,67.07459789,,170,,,170-
69.81134,141.3724,177.3207078,64.12551823,,180,,,180-
66.73085,115.7089,169.4962675,52.4847366,,170,,,170-
65.96768,114.223,167.5578167,51.81074289,,170,,,170-
66.26164,125.0622,168.3044747,56.72732716,,170,,,170-
70.12583,124.0039,178.119512,56.24728978,,180,,,180-
66.31984,120.267,168.4523026,54.55225844,,170,,,170-
68.89732,124.8329,174.9990983,56.6233183,,170,,,170-
69.22677,128.9729,175.8359008,58.50119295,,180,,,180-
71.16343,143.5928,180.7550146,65.13267593,,180,,,180-
64.12514,134.7727,162.8777676,61.13194111,,160,,,160-
71.17117,152.651,180.7746742,69.24141122,,180,,,180-
66.91345,120.0058,169.9600712,54.43377997,,170,,,170-
66.64158,118.8403,169.2695218,53.90511744,,170,,,170-
66.52425,123.8263,168.9715038,56.16673168,,170,,,170-
70.46871,145.1333,178.9904267,65.8314358,,180,,,180-
65.93944,122.5218,167.4860872,55.57501973,,170,,,170-
66.70213,133.2482,169.4233187,60.44043872,,170,,,170-
64.60008,113.2583,164.0841146,51.37316181,,160,,,160-
67.22989,124.304,170.7638284,56.38341301,,170,,,170-
67.76131,140.08,172.1136345,63.53929475,,170,,,170-
65.63379,111.9369,166.7097366,50.77378414,,170,,,170-
69.74489,135.7224,177.1519249,61.56271829,,180,,,180-
69.74892,125.5452,177.1621611,56.94641253,,180,,,180-
66.1265,121.3924,167.9612193,55.0627319,,170,,,170-
69.56993,134.1461,176.7075268,60.84771979,,180,,,180-
69.4781,129.5945,176.4742787,58.7831463,,180,,,180-
69.251,135.8543,175.897445,61.6225472,,180,,,180-
65.88081,116.0534,167.337167,52.64099936,,170,,,170-
65.85276,117.3475,167.2659201,53.22799394,,170,,,170-
69.53098,138.892,176.6085938,63.00042638,,180,,,180-
67.702,119.1475,171.9629871,54.04446118,,170,,,170-
66.31858,132.1847,168.4491022,59.95804266,,170,,,170-
65.68324,111.7099,166.8353395,50.67081855,,170,,,170-
66.8561,142.4656,169.8144023,64.621386,,170,,,170-
69.0744,120.1102,175.4488813,54.48113507,,180,,,180-
66.66269,110.537,169.3231412,50.13879943,,170,,,170-
66.5834,127.299,169.1217447,57.74192378,,170,,,170-
67.70926,132.0492,171.9814275,59.89658082,,170,,,170-
68.19135,116.3223,173.2059355,52.76297049,,170,,,170-
66.85165,117.069,169.8030993,53.10166831,,170,,,170-
68.99365,124.2528,175.2437764,56.36018906,,180,,,180-
68.96601,130.3402,175.1735708,59.12139053,,180,,,180-
70.93465,137.3957,180.1739137,62.32171531,,180,,,180-
69.53833,133.2753,176.6272628,60.45273108,,180,,,180-
66.13819,107.2152,167.9909119,48.6320545,,170,,,170-
66.02829,110.0063,167.711766,49.89807767,,170,,,170-
70.24533,149.8284,178.4230419,67.96109987,,180,,,180-
67.86194,117.9091,172.3692345,53.48273172,,170,,,170-
67.23322,126.0349,170.7722866,57.16853698,,170,,,170-
67.50164,113.9574,171.454073,51.69026862,,170,,,170-
71.23342,140.2096,180.9327891,63.59808039,,180,,,180-
69.88821,151.7165,177.5159575,68.81752864,,180,,,180-
67.85973,117.4995,172.3636211,53.29694006,,170,,,170-
69.22897,129.2885,175.8414888,58.64434687,,180,,,180-
65.35526,120.6695,166.0022708,54.73482959,,170,,,170-
65.52588,112.762,166.4356453,51.14804365,,170,,,170-
70.8509,130.0362,179.9611888,58.98349829,,180,,,180-
65.17021,111.9882,165.532244,50.79705346,,170,,,170-
65.35895,107.5214,166.0116434,48.77094465,,170,,,170-
64.77466,127.5588,164.5275476,57.85976722,,160,,,160-
65.07433,119.1591,165.2887089,54.04972285,,170,,,170-
66.32264,109.9997,168.4594146,49.89508396,,170,,,170-
70.25829,129.6662,178.4559602,58.81566891,,180,,,180-
68.46057,135.197,173.8897539,61.32440058,,170,,,170-
67.32406,133.8561,171.0030201,60.71617784,,170,,,170-
69.53655,132.6168,176.6227416,60.15404015,,180,,,180-
66.72552,111.4197,169.4827293,50.53918589,,170,,,170-
69.04313,109.6263,175.3694555,49.72571237,,180,,,180-
67.63395,123.3522,171.7901402,55.95168328,,170,,,170-
67.68225,130.9284,171.9128222,59.38819388,,170,,,170-
67.20527,132.5174,170.7012936,60.10895302,,170,,,170-
68.57727,113.3802,174.1861717,51.42845479,,170,,,170-
69.81593,124.0074,177.3323664,56.24887736,,180,,,180-
67.27727,111.7334,170.8841735,50.68147799,,170,,,170-
70.77213,140.6956,179.7611131,63.81852655,,180,,,180-
64.39879,112.6936,163.5728383,51.1170179,,160,,,160-
67.32911,119.5627,171.0158471,54.23279295,,170,,,170-
68.56564,137.7463,174.1566316,62.48074498,,170,,,170-
70.12937,128.2247,178.1285036,58.16181473,,180,,,180-
70.50405,111.7906,179.0801903,50.7074235,,180,,,180-
67.69242,135.8347,171.938654,61.61365678,,170,,,170-
66.15337,123.5173,168.0294691,56.02657147,,170,,,170-
67.04967,121.4366,170.3060698,55.08278071,,170,,,170-
67.14891,132.7812,170.5581393,60.22861083,,170,,,170-
68.06454,131.8433,172.8838382,59.80318604,,170,,,170-
66.40213,141.9992,168.6613191,64.40983027,,170,,,170-
68.74408,123.0744,174.6098689,55.82567517,,170,,,170-
68.28835,129.5032,173.4523153,58.74173327,,170,,,170-
68.49705,148.1317,173.982413,67.19148878,,170,,,170-
69.61735,131.6342,176.8279735,59.70833976,,180,,,180-
65.46622,118.5369,166.284109,53.76749735,,170,,,170-
68.4357,102.342,173.8265841,46.42160554,,170,,,170-
66.21604,118.1429,168.1886508,53.58878174,,170,,,170-
71.1547,137.0264,180.7328404,62.15420345,,180,,,180-
65.50148,106.2971,166.3736694,48.21561085,,170,,,170-
70.46899,140.2618,178.9911379,63.62175794,,180,,,180-
67.60018,123,171.7043645,55.79192786,,170,,,170-
69.30591,123.2186,176.0369163,55.89108327,,180,,,180-
65.67069,122.2368,166.8034625,55.44574575,,170,,,170-
67.36778,117.442,171.1140688,53.27085847,,170,,,170-
68.47589,137.8969,173.9286667,62.54905607,,170,,,170-
69.72743,134.3279,177.1075766,60.93018298,,180,,,180-
68.84393,117.6781,174.8634878,53.37795176,,170,,,170-
69.19121,129.7261,175.7455785,58.84283913,,180,,,180-
68.51219,133.2155,174.0208686,60.42560623,,170,,,170-
66.30328,113.0214,168.4102403,51.26570565,,170,,,170-
72.1518,124.9451,183.265473,56.67421143,,180,,,180-
68.31371,128.7378,173.5167297,58.39455326,,170,,,170-
66.21908,99.78213,168.1963724,45.26046666,,170,,,170-
64.60633,120.786,164.0999896,54.78767316,,160,,,160-
70.23266,127.1388,178.3908601,57.66925819,,180,,,180-
68.73753,144.4456,174.5932319,65.51949996,,170,,,170-
69.49503,132.1904,176.5172809,59.96062814,,180,,,180-
67.25261,137.7559,170.8215372,62.48509947,,170,,,170-
71.46246,141.305,181.5145504,64.09494607,,180,,,180-
67.7491,139.5633,172.0826211,63.3049233,,170,,,170-
68.80025,128.2314,174.7525406,58.16485381,,170,,,170-
66.8725,119.1075,169.8560583,54.02631746,,170,,,170-
68.4765,120.8274,173.9302161,54.80645191,,170,,,170-
64.86316,116.4621,164.7523374,52.82638278,,160,,,160-
67.91753,139.5891,172.510433,63.31662599,,170,,,170-
67.84233,138.0376,172.3194251,62.6128766,,170,,,170-
69.38148,124.8913,176.228864,56.64980813,,180,,,180-
66.94613,127.2921,170.0430784,57.73879399,,170,,,170-
67.45924,117.4689,171.3463771,53.28306012,,170,,,170-
69.99586,132.8246,177.7893884,60.24829676,,180,,,180-
67.45856,123.6045,171.3446499,56.06612477,,170,,,170-
64.09151,138.3749,162.7923475,62.76587348,,160,,,160-
66.37835,122.9717,168.600918,55.77909118,,170,,,170-
70.12316,122.3759,178.1127302,55.50884053,,180,,,180-
67.34219,121.3154,171.0490702,55.02780525,,170,,,170-
70.14728,136.3431,178.173995,61.84426341,,180,,,180-
69.0379,123.907,175.3561713,56.20333663,,180,,,180-
67.0297,107.5287,170.2553461,48.77425588,,170,,,170-
64.85652,130.1924,164.7354718,59.0543495,,160,,,160-
65.94007,109.5656,167.4876874,49.69817928,,170,,,170-
64.69116,115.9239,164.3154577,52.58225907,,160,,,160-
62.53019,109.5766,158.8265968,49.7031688,,160,,,160-
67.78541,124.236,172.1748484,56.3525687,,170,,,170-
68.27657,133.3359,173.4223942,60.48021881,,170,,,170-
65.93553,118.4802,167.4761558,53.74177863,,170,,,170-
67.48252,120.3425,171.4055082,54.5865047,,170,,,170-
67.80949,131.0862,172.2360116,59.45977084,,170,,,170-
70.04498,129.9862,177.9141531,58.96081864,,180,,,180-
66.0988,121.7657,167.8908613,55.23205813,,170,,,170-
67.87462,145.1821,172.4014417,65.85357114,,170,,,170-
65.04519,134.0519,165.2146934,60.80499134,,170,,,170-
64.96125,105.489,165.0014859,47.84906242,,170,,,170-
64.82767,112.1873,164.6621929,50.88736381,,160,,,160-
70.08844,137.1698,178.0245415,62.21924867,,180,,,180-
70.70944,142.7307,179.6018806,64.74163348,,180,,,180-
66.80032,123.4484,169.6727212,55.99531892,,170,,,170-
67.14141,120.8645,170.5390893,54.8232802,,170,,,170-
67.04259,135.9558,170.2880866,61.66858688,,170,,,170-
68.48662,148.4587,173.9559209,67.33981366,,170,,,170-
72.31757,144.881,183.6865286,65.71699431,,180,,,180-
66.47968,139.3578,168.858296,63.21170995,,170,,,170-
66.82557,109.1264,169.7368561,49.49896127,,170,,,170-
70.06934,135.3785,177.9760275,61.40672769,,180,,,180-
67.217,113.8089,170.7310878,51.62291007,,170,,,170-
67.12457,148.5183,170.4963157,67.3668478,,170,,,170-
68.4131,144.8827,173.7691802,65.71776542,,170,,,170-
66.02919,114.9248,167.714052,52.1290744,,170,,,170-
66.84654,114.9225,169.7901199,52.12803113,,170,,,170-
68.94666,122.8046,175.1244218,55.70329581,,180,,,180-
68.91853,133.5443,175.0529717,60.57474758,,180,,,180-
65.5914,131.9386,166.602066,59.84641344,,170,,,170-
65.51261,120.6623,166.4019395,54.73156372,,170,,,170-
69.27083,145.653,175.9478132,66.06716804,,180,,,180-
69.57316,130.7801,176.715731,59.32092606,,180,,,180-
67.86325,118.8413,172.3725619,53.90557103,,170,,,170-
72.33364,133.6214,183.7273464,60.60971959,,180,,,180-
67.21175,104.1953,170.7177528,47.26224928,,170,,,170-
68.83481,117.464,174.840323,53.28083751,,170,,,170-
68.46136,145.8766,173.8917605,66.16859141,,170,,,170-
68.1713,135.6227,173.1550085,61.51749508,,170,,,170-
69.69391,129.1389,177.0224358,58.57648937,,180,,,180-
67.12571,149.7706,170.4992113,67.9348822,,170,,,170-
70.36279,134.1039,178.7213901,60.82857817,,180,,,180-
71.4732,143.9365,181.54183,65.28857581,,180,,,180-
68.51565,132.4801,174.029657,60.092034,,170,,,170-
70.06817,149.4329,177.9730557,67.78170388,,180,,,180-
68.04516,132.5979,172.8346131,60.14546725,,170,,,170-
67.47227,133.6407,171.3794733,60.61847393,,170,,,170-
70.56501,147.4583,179.2350286,66.88603932,,180,,,180-
67.64197,100.025,171.810511,45.37063077,,170,,,170-
72.23026,140.2179,183.4647613,63.60184522,,180,,,180-
67.45255,120.8849,171.3293845,54.8325335,,170,,,170-
66.97768,109.3834,170.1232153,49.61553465,,170,,,170-
67.28894,136.1833,170.9138153,61.77177926,,170,,,170-
66.02667,115.1345,167.7076512,52.22419283,,170,,,170-
64.15728,130.0889,162.9594032,59.00740264,,160,,,160-
67.78574,131.8054,172.1756866,59.78599487,,170,,,170-
71.05897,125.119,180.4896863,56.75309124,,180,,,180-
68.55136,149.0059,174.1203604,67.5880197,,170,,,170-
71.11228,129.2335,180.6250937,58.61939926,,180,,,180-
65.22518,120.5247,165.6718677,54.66914933,,170,,,170-
67.13777,123.2162,170.5298437,55.88999465,,170,,,170-
67.98084,117.4022,172.6712404,53.25280547,,170,,,170-
67.45039,106.9632,171.3238981,48.51774909,,170,,,170-
67.58732,119.6435,171.6717001,54.26944326,,170,,,170-
67.40106,134.1122,171.1986,60.83234299,,170,,,170-
69.75732,129.9282,177.1834971,58.93451026,,180,,,180-
67.78374,130.1554,172.1706066,59.03756656,,170,,,170-
65.01631,106.8729,165.1413382,48.47678965,,170,,,170-
68.98708,126.6898,175.2270886,57.46559498,,180,,,180-
67.84236,115.7457,172.3195013,52.50142882,,170,,,170-
70.91418,130.1665,180.1219199,59.04260145,,180,,,180-
68.44803,110.8115,173.8579023,50.26331068,,170,,,170-
63.23903,119.8366,160.6270495,54.35703205,,160,,,160-
66.75371,113.1127,169.5543318,51.30711869,,170,,,170-
66.13148,118.4705,167.9738685,53.73737878,,170,,,170-
66.57052,135.6863,169.0890295,61.54634359,,170,,,170-
68.43743,111.4731,173.8309783,50.56340775,,170,,,170-
68.12826,129.3106,173.045687,58.65437127,,170,,,170-
65.66194,116.9965,166.7812375,53.06878283,,170,,,170-
68.64587,128.6098,174.3604156,58.33649336,,170,,,170-
67.01908,137.8634,170.2283713,62.53386071,,170,,,170-
66.3869,135.486,168.6226349,61.45548893,,170,,,170-
67.43419,112.9047,171.2827501,51.21277136,,170,,,170-
67.0218,143.1287,170.2352801,64.92216346,,170,,,170-
70.98964,136.9279,180.3135882,62.10952454,,180,,,180-
64.47574,113.9935,163.7682912,51.70664332,,160,,,160-
66.48783,121.2945,168.878997,55.01832515,,170,,,170-
68.28864,130.4347,173.4530519,59.16425506,,170,,,170-
66.11987,133.8865,167.9443791,60.72996707,,170,,,170-
68.73539,153.3002,174.5877963,69.53588374,,170,,,170-
67.61776,123.3522,171.7490177,55.95168328,,170,,,170-
65.99257,105.2183,167.6210373,47.72627482,,170,,,170-
71.79273,144.2173,182.3534357,65.4159447,,180,,,180-
69.76151,155.9849,177.1941397,70.75364462,,180,,,180-
67.65103,111.6875,171.8335234,50.66065807,,170,,,170-
64.82727,125.8154,164.6611769,57.06897334,,160,,,160-
68.38678,121.5078,173.7023274,55.11507652,,170,,,170-
68.35981,129.6506,173.6338236,58.80859286,,170,,,170-
67.56773,116.2672,171.6219415,52.73797752,,170,,,170-
67.70372,125.3254,171.9673559,56.84671281,,170,,,170-
70.42781,165.7172,178.8865408,75.16814689,,180,,,180-
66.27416,133.3637,168.3362755,60.4928287,,170,,,170-
68.61263,145.4779,174.2759861,65.98774392,,170,,,170-
69.9746,135.8348,177.735388,61.61370213,,180,,,180-
69.38629,130.2342,176.2410814,59.07330969,,180,,,180-
63.38805,114.0297,161.0055601,51.72306339,,160,,,160-
68.40181,117.6173,173.7405036,53.35037331,,170,,,170-
65.89607,123.5651,167.3759274,56.04825321,,170,,,170-
66.25442,124.9826,168.2861359,56.69122116,,170,,,170-
68.43563,131.054,173.8264063,59.44516515,,170,,,170-
68.43069,152.1767,173.8138587,69.0262721,,170,,,170-
67.44333,118.6275,171.3059657,53.80859286,,170,,,170-
68.75899,112.2566,174.6477403,50.9187978,,170,,,170-
65.87903,127.7575,167.3326458,57.94989613,,170,,,170-
67.3794,120.4361,171.1435836,54.628961,,170,,,170-
67.20197,104.816,170.6929116,47.5437944,,170,,,170-
71.72566,119.2446,182.183078,54.08850505,,180,,,180-
68.326,125.8377,173.5479463,57.07908846,,170,,,170-
69.07214,131.3704,175.4431409,59.58868195,,180,,,180-
70.39663,125.35,178.8073436,56.8578712,,180,,,180-
68.46942,118.3351,173.9122329,53.6759623,,170,,,170-
70.75069,129.7989,179.7066556,58.87586069,,180,,,180-
68.25077,126.6471,173.3568622,57.44622656,,170,,,170-
69.4218,129.0352,176.3312768,58.52945179,,180,,,180-
67.75693,134.8437,172.1025093,61.1641462,,170,,,170-
68.78237,150.5262,174.7071255,68.277617,,170,,,170-
68.93468,132.4508,175.0939926,60.07874373,,180,,,180-
64.36411,131.0136,163.4847511,59.42684,,160,,,160-
69.45069,151.8922,176.4046573,68.89722492,,180,,,180-
68.70335,122.5303,174.5064148,55.57887527,,170,,,170-
69.17716,127.2585,175.7098915,57.72355327,,180,,,180-
73.32701,147.9296,186.2505048,67.09981766,,190,,,190-
69.01245,108.8242,175.2915283,49.3618855,,180,,,180-
65.2012,127.7629,165.6109586,57.95234553,,170,,,170-
67.65215,130.3,171.8363682,59.1031561,,170,,,170-
68.59028,124.4653,174.2192171,56.45657755,,170,,,170-
70.1527,159.2435,178.1877618,72.23172247,,180,,,180-
70.35282,130.4261,178.6960663,59.16035417,,180,,,180-
67.14863,144.1876,170.5574281,65.40247299,,170,,,170-
72.11654,136.8595,183.1759127,62.07849879,,180,,,180-
64.54112,105.9232,163.9343563,48.04601246,,160,,,160-
68.94058,131.888,175.1089786,59.82346164,,180,,,180-
68.18651,129.5985,173.1936419,58.78496067,,170,,,170-
72.69199,121.7006,184.6375549,55.20252923,,180,,,180-
68.2263,128.3129,173.2947084,58.20182163,,170,,,170-
70.40403,130.5713,178.8261396,59.22621586,,180,,,180-
65.32887,126.0176,165.9352402,57.16068982,,170,,,170-
65.29057,109.782,165.8379582,49.79633678,,170,,,170-
65.58939,109.7956,166.5969606,49.80250565,,170,,,170-
65.28916,128.021,165.8343768,58.06941786,,170,,,170-
69.91649,132.3785,177.5877887,60.04594896,,180,,,180-
66.59848,127.7981,169.1600479,57.968312,,170,,,170-
69.24885,133.7892,175.891984,60.68583248,,180,,,180-
68.81944,124.2264,174.8012832,56.3482142,,170,,,170-
68.79688,122.0913,174.7439808,55.37974798,,170,,,170-
67.19139,127.5538,170.6660384,57.85749925,,170,,,170-
68.40568,142.3945,173.7503334,64.58913554,,170,,,170-
70.58364,135.3762,179.2823488,61.40568443,,180,,,180-
68.401,143.1102,173.7384462,64.91377199,,170,,,170-
70.95629,139.016,180.2288793,63.0566719,,180,,,180-
69.85706,120.7675,177.4368366,54.77928169,,180,,,180-
65.61593,129.3528,166.6643722,58.6735129,,170,,,170-
